term,sessionPeriod,sessionTimes,meetingTimes,billNo,billName,billOrg,billProposer,billCosignatory,billStatus,pdfUrl,docUrl,selectTerm,
09,02,01,,1050714070200200,「使用牌照稅法第十條條文修正草案」，請審議案。,本院委員邱議瑩等16人,邱議瑩　　何欣純,吳焜裕　　呂孫綾　　林俊憲　　余宛如　　蘇震清　　鍾佳濱　　蔡易餘　　周春米　　蘇巧慧　　黃偉哲　　邱志偉　　鄭運鵬　　王定宇　　賴瑞隆　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/01/LCEWA01_090201_00008.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/01/LCEWA01_090201_00008.doc,0902,
09,02,01,,1050714070200100,「勞動基準法第三十八條條文修正草案」，請審議案。,本院委員鍾孔炤等17人,鍾孔炤,王榮璋　　吳思瑤　　陳曼麗　　徐國勇　　蘇巧慧　　張廖萬堅　周春米　　顧立雄　　林靜儀　　吳玉琴　　蔡易餘　　陳賴素美　邱議瑩　　吳焜裕　　江永昌　　段宜康　　,審查完畢,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/01/LCEWA01_090201_00009.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/01/LCEWA01_090201_00009.doc,0902,
09,02,01,,1050714070200300,「長期照顧服務法第十九條條文修正草案」，請審議案。,本院委員張麗善等16人,張麗善　　陳宜民　　徐榛蔚,林德福　　蔣萬安　　王育敏　　曾銘宗　　李彥秀　　鄭天財　　陳雪生　　黃昭順　　林麗蟬　　蔣乃辛　　楊鎮浯　　簡東明　　徐志榮　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/01/LCEWA01_090201_00010.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/01/LCEWA01_090201_00010.doc,0902,
09,02,01,,1050801070200300,「醫療法第二十四條及第一百零六條條文修正草案」，請審議案。,本院委員張麗善等30人,張麗善,賴士葆　　陳學聖　　林為洲　　孔文吉　　林德福　　陳宜民　　王金平　　陳雪生　　廖國棟　　王惠美　　黃昭順　　林麗蟬　　呂玉玲　　蔣乃辛　　江啟臣　　馬文君　　徐榛蔚　　許淑華　　楊鎮浯　　鄭天財　　王育敏　　羅明才　　柯志恩　　費鴻泰　　簡東明　　曾銘宗　　徐志榮　　許毓仁　　蔣萬安　　,審查完畢,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/01/LCEWA01_090201_00011.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/01/LCEWA01_090201_00011.doc,0902,
09,02,01,,1050718070200100,「醫療法第一百零六條條文修正草案」，請審議案。,本院委員陳宜民等30人,陳宜民　　林德福　　廖國棟　　王惠美　　黃昭順　　盧秀燕　　顏寬恒,孔文吉　　曾銘宗　　徐榛蔚　　柯志恩　　馬文君　　費鴻泰　　陳雪生　　許毓仁　　簡東明　　鄭天財　　林為洲　　賴士葆　　吳志揚　　徐志榮　　呂玉玲　　江啟臣　　蔣乃辛　　林麗蟬　　蔣萬安　　陳超明　　張麗善　　楊鎮浯　　羅明才　　,審查完畢,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/01/LCEWA01_090201_00012.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/01/LCEWA01_090201_00012.doc,0902,
09,02,01,,1050718070200200,「中華民國刑法增訂第一百九十一條之二條文草案」，請審議案。,本院委員陳宜民等29人,陳宜民　　林德福　　廖國棟　　王惠美　　黃昭順　　盧秀燕　　顏寬恒,鄭天財　　林為洲　　曾銘宗　　馬文君　　蔣乃辛　　賴士葆　　呂玉玲　　費鴻泰　　吳志揚　　林麗蟬　　蔣萬安　　羅明才　　陳雪生　　許毓仁　　簡東明　　徐志榮　　孔文吉　　徐榛蔚　　陳超明　　柯志恩　　張麗善　　楊鎮浯　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/01/LCEWA01_090201_00013.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/01/LCEWA01_090201_00013.doc,0902,
09,02,01,,1050718070200300,「產業創新條例第三十一條條文修正草案」，請審議案。,本院委員余宛如等19人,余宛如,徐國勇　　何欣純　　吳焜裕　　吳琪銘　　李麗芬　　周春米　　段宜康　　高志鵬　　陳曼麗　　劉建國　　蔡易餘　　鍾孔炤　　鍾佳濱　　羅致政　　施義芳　　蕭美琴　　陳賴素美　,審查完畢,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/01/LCEWA01_090201_00014.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/01/LCEWA01_090201_00014.doc,0902,
09,02,01,,1050725070200100,「森林法第十五條條文修正草案」，請審議案。,本院委員簡東明等16人,簡東明　　孔文吉　　鄭天財,賴士葆　　廖國棟　　曾銘宗　　蔣乃辛　　徐志榮　　林麗蟬　　徐榛蔚　　陳宜民　　李彥秀　　呂玉玲　　陳雪生　　楊鎮浯　　陳超明　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/01/LCEWA01_090201_00015.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/01/LCEWA01_090201_00015.doc,0902,
09,02,01,,1050725070200200,「災害防救法部分條文修正草案」，請審議案。,本院委員許淑華等16人,許淑華,曾銘宗　　孔文吉　　鄭天財　　林麗蟬　　張麗善　　王育敏　　江啟臣　　陳宜民　　黃昭順　　王惠美　　林德福　　柯志恩　　李彥秀　　林為洲　　許毓仁　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/01/LCEWA01_090201_00016.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/01/LCEWA01_090201_00016.doc,0902,
09,02,01,,1050726070200100,「都市更新條例修正草案」，請審議案。,本院委員許淑華等16人,許淑華,曾銘宗　　馬文君　　呂玉玲　　王育敏　　賴士葆　　王惠美　　蔣萬安　　顏寬恒　　林麗蟬　　黃昭順　　林為洲　　柯志恩　　鄭天財　　李彥秀　　費鴻泰　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/01/LCEWA01_090201_00017.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/01/LCEWA01_090201_00017.doc,0902,
